Date,Home Team,Home Pitcher,Home Lineup Confirmed,Home Lineup,Away Team,Away Pitcher,Away Lineup Confirmed,Away Lineup
2025-04-20,Colorado Rockies,Kyle Freeland,True,"[666160, 571657, 641857, 696100, 605361, 669911, 691728, 691182, 656248, 668845, 690924, 607536, 683409, 623474, 518397, 678020]",Washington Nationals,Jake Irvin,True,"[695578, 642708, 605137, 663993, 686611, 656180, 696285, 702358, 683083, 663623, 678606, 640448]"
2025-04-20,Colorado Rockies,Antonio Senzatela,True,"[621493, 650859, 545361, 624585, 694384, 681351, 621028, 687263, 666176, 641313, 579328, 656271, 666120, 690382]",Washington Nationals,Brad Lord,True,"[671218, 642715, 808982, 656305, 527038, 682641, 666149, 681584, 669087, 434378, 666808, 643511, 676254]"
2025-04-20,Los Angeles Angels,Yusei Kikuchi,True,"[514888, 670623, 670541, 665161, 572233, 676801, 701305, 605170, 676694, 701358, 643289, 673237, 664285, 605463, 595345, 701121, 687911]",San Francisco Giants,Justin Verlander,True,"[665487, 650333, 657757, 592518, 593428, 660757, 493329, 578428, 642180, 455117, 656302, 689690, 592094, 663158]"
2025-04-20,Houston Astros,Framber Valdez,True,"[543760, 608369, 669701, 666969, 694671, 687957, 607680, 673962, 669394, 641680, 641816, 455119, 571948]",San Diego Padres,Dylan Cease,True,"[660271, 605141, 518692, 606192, 669242, 624424, 621035, 571970, 500743, 605131, 669257, 607192, 472610, 607455, 676508, 676263, 623465, 656945]"
2025-04-21,Boston Red Sox,Walker Buehler,True,"[657077, 663586, 542303, 642201, 621566, 645277, 671739, 669221, 672284, 669397, 680885, 678226, 628452]",Chicago White Sox,Jonathan Cannon,True,"[663457, 575929, 680977, 571448, 676475, 691023, 672279, 669357, 686780, 687363, 607200, 681517, 664208, 668941]"
2025-04-21,Cleveland Guardians,Gavin Williams,True,"[514888, 676801, 670541, 670623, 665161, 676694, 673237, 701358, 663898, 701305, 686613, 666215]",New York Yankees,Clarke Schmidt,True,"[666182, 665489, 623993, 543807, 665926, 672386, 676391, 702176, 664702, 680718, 592332, 677020]"
2025-04-21,Detroit Tigers,Keider Montero,True,"[680757, 666134, 678877, 608070, 700932, 467793, 672356, 682657, 666310, 677587, 682177, 668909, 623149, 676282, 671922]",San Diego Padres,Randy Vásquez,True,"[669224, 592450, 641355, 502671, 665862, 683011, 691176, 622569, 700250, 665828, 657376, 672782, 642232]"
2025-04-21,Miami Marlins,Max Meyer,True,"[596019, 665742, 624413, 607043, 608385, 516782, 620443, 682668, 683146, 621438, 656731, 657585, 668820, 621242]",Cincinnati Reds,Nick Lodolo,True,"[681082, 607208, 547180, 656941, 592206, 596146, 592663, 664761, 679032, 665019, 670276, 605400, 614179, 621383]"
2025-04-21,New York Mets,Tylor Megill,True,"[680776, 646240, 608324, 596115, 677800, 692225, 671213, 608701, 678882, 665966, 621111, 547973, 686580]",Philadelphia Phillies,Aaron Nola,True,"[665155, 666915, 643217, 673357, 700337, 672820, 678246, 681460, 572191, 642136, 676070, 641943, 686563, 656457, 682171]"
2025-04-21,Atlanta Braves,Spencer Schwellenbach,True,"[669364, 676572, 681393, 672640, 667472, 669065, 682663, 660821, 691594, 682927, 676974, 678692, 663969, 622786]",St. Louis Cardinals,Erick Fedde,True,"[670770, 680574, 682829, 669720, 666158, 668715, 641584, 682622, 624431, 666157, 664747, 641941]"
2025-04-21,Houston Astros,Hunter Brown,True,"[650402, 656716, 682985, 679529, 690993, 669234, 690291, 595879, 700242, 621512, 672456, 676428, 669724, 676684]",Toronto Blue Jays,Kevin Gausman,True,"[665487, 657757, 592518, 593428, 672359, 656582, 660757, 578428, 642180, 455117, 493329, 681190, 670810, 593974, 673513]"
2025-04-21,San Francisco Giants,Robbie Ray,True,"[573262, 642715, 808982, 656305, 671218, 664774, 527038, 672275, 666149, 592662, 806185, 666808]",Milwaukee Brewers,Quinn Priester,True,"[668930, 694192, 592885, 661388, 656555, 686217, 687401, 641343, 686555, 669003, 702332, 682990, 683232, 681982, 657649, 606303, 684974]"
2025-04-22,Cleveland Guardians,Tanner Bibee,True,"[666397, 621439, 807712, 663616, 680577, 621043, 664034, 680777, 686797, 664056, 641927, 643377, 686973, 661395]",New York Yankees,Will Warren,True,"[665155, 643217, 673357, 683734, 700337, 672820, 681460, 666915, 642136, 572191, 676070, 641943, 663436, 678024]"
2025-04-22,Detroit Tigers,Jack Flaherty,True,"[695578, 663993, 671277, 660688, 605137, 686611, 677588, 696285, 683083, 680730, 621363, 669371]",San Diego Padres,Nick Pivetta,True,"[656775, 668939, 683002, 663624, 641933, 677008, 676059, 596142, 702616, 665152, 621199, 669211]"
2025-04-22,Miami Marlins,Edward Cabrera,True,"[681481, 650402, 682985, 679529, 669234, 690993, 690291, 693307, 700242, 595879, 656427, 690544, 695445]",Cincinnati Reds,Nick Martinez,True,"[665487, 657757, 592518, 593428, 660757, 672359, 578428, 553869, 642180, 669200, 601713, 592094, 663158]"
2025-04-22,Washington Nationals,Mitchell Parker,True,"[680757, 666134, 672356, 608070, 700932, 467793, 666310, 682657, 682177, 677587, 676440, 682120, 683769, 671922]",Baltimore Orioles,Dean Kremer,True,"[700250, 592450, 641355, 502671, 665862, 683011, 691176, 641555, 622569, 669224, 665828, 701542, 643410, 657612, 596133]"
2025-04-22,Boston Red Sox,Brayan Bello,True,"[669364, 660821, 676572, 682663, 669065, 681393, 670223, 672640, 667472, 665795, 685107, 669199, 669622, 676534]",Seattle Mariners,Bryce Miller,True,"[670770, 680574, 682829, 669720, 666158, 600869, 682622, 641584, 624431, 607259, 668933, 663574, 605130]"
2025-04-22,New York Mets,Griffin Canning,True,"[657077, 663586, 542303, 642201, 621566, 645277, 671739, 669221, 672284, 606115, 686948, 669397, 656240, 607481, 606160, 669276, 660853, 686249]",Philadelphia Phillies,Cristopher Sánchez,True,"[663457, 575929, 669357, 571448, 676475, 691023, 686780, 687363, 691026, 669467, 571927, 681517, 664854]"
2025-04-22,Atlanta Braves,Scott Blewett,True,"[663697, 686475, 592192, 677951, 686469, 521692, 666023, 672580, 686681, 592669, 624415, 671221, 664728, 663460, 668674, 608032, 670167, 663738]",St. Louis Cardinals,Andre Pallante,True,"[656248, 571657, 691728, 691182, 641857, 696100, 669911, 607732, 690924, 666160, 687597, 605361, 668845, 663372, 677955, 678020, 641755]"
2025-04-22,Kansas City Royals,Kris Bubic,True,"[680776, 646240, 608324, 596115, 677800, 692225, 671213, 665966, 678882, 678394, 458677, 669711, 676477, 521230]",Colorado Rockies,Ryan Feltner,True,"[677594, 593871, 663728, 668227, 670042, 456781, 642133, 810938, 664238, 670156, 660844, 641487, 682243, 660825, 663423, 666659]"
2025-04-22,Chicago Cubs,Shota Imanaga,True,"[596019, 665742, 624413, 668901, 516782, 608385, 620443, 621438, 682668, 640492, 656288, 623211, 621345, 592773, 676130]",Los Angeles Dodgers,Dustin May,True,"[681082, 607208, 547180, 656941, 592206, 596146, 592663, 664761, 679032, 650911, 605452, 605447, 621383, 689147, 672578]"
2025-04-22,Minnesota Twins,Bailey Ober,True,"[664023, 663656, 673548, 683737, 608348, 542932, 621020, 663538, 691718, 665804, 669398, 457759, 660644, 684007, 641745, 681799, 668970, 687863]",Chicago White Sox,Davis Martin,True,"[660271, 605141, 606192, 518692, 669242, 669257, 571970, 571771, 624424, 621035, 681624, 669160, 607455, 472610, 681911, 489446, 656945, 663562]"
2025-04-22,Houston Astros,Ronel Blanco,True,"[671732, 667670, 691016, 669127, 609280, 668709, 805779, 570482, 664913, 680474, 649966, 674370, 519008, 600917, 682052, 621053]",Toronto Blue Jays,Chris Bassitt,True,"[669701, 694671, 608369, 665750, 666969, 543760, 592626, 641680, 673962, 669394, 543309, 571578, 542888, 571948, 657097, 676395, 592426]"
2025-04-22,Los Angeles Angels,José Soriano,True,"[514888, 643289, 670541, 670623, 665161, 572233, 663898, 673237, 676694, 701358, 676801, 669854, 687911, 650556, 623352]",Pittsburgh Pirates,Bailey Falter,True,"[666182, 665489, 665926, 543807, 672386, 702176, 695238, 676391, 664770, 605135, 663893, 684320, 689254]"
2025-04-22,Arizona Diamondbacks,Brandon Pfaadt,True,"[682998, 672695, 656976, 647304, 666971, 672515, 553993, 677950, 694374, 694297, 657044, 656222, 666661]",Tampa Bay Rays,Zack Littell,True,"[802415, 664040, 650490, 666018, 691406, 670224, 663968, 666163, 670764, 641793, 669438]"
2025-04-22,San Francisco Giants,Jordan Hicks,True,"[671218, 642715, 808982, 656305, 683766, 527038, 664774, 682641, 681584, 672275, 669087, 666149, 663855, 642152, 702352]",Milwaukee Brewers,Jose Quintana,True,"[668930, 694192, 592885, 661388, 606992, 686217, 641343, 681962, 669003, 702332, 500779, 681982, 663542, 606303]"
2025-04-22,Athletics,Osvaldo Bido,True,"[621493, 687263, 545361, 624585, 681351, 694384, 666176, 677347, 621028, 650859, 667755, 680729, 690382, 656271, 666120]",Texas Rangers,Patrick Corbin,True,"[665833, 668804, 457705, 665839, 669707, 663698, 663647, 624428, 502054, 643396, 663559, 663767, 670280, 664875, 642701, 621366]"
2025-04-23,Atlanta Braves,Bryce Elder,True,"[514888, 663898, 670541, 670623, 665161, 572233, 673237, 701305, 643289, 676801, 605170, 676694, 687473, 687911, 650556, 623352]",St. Louis Cardinals,Miles Mikolas,True,"[666182, 665489, 623993, 543807, 665926, 676391, 672386, 680718, 664702, 695238, 702176, 670102, 643338, 554340, 656546]"
2025-04-23,Detroit Tigers,Reese Olson,True,"[680776, 646240, 608324, 677800, 596115, 671213, 663853, 666165, 608701, 678882, 656794, 657514, 670174]",San Diego Padres,Kyle Hart,True,"[664238, 677594, 663728, 668227, 641598, 456781, 642133, 810938, 660844, 641487, 676106, 642100, 668984, 662253]"
2025-04-23,New York Mets,David Peterson,True,"[671739, 663586, 542303, 621566, 645277, 686948, 669221, 642201, 672284, 656413, 669397, 693821, 572955, 606160, 678226]",Philadelphia Phillies,Zack Wheeler,True,"[663457, 575929, 669357, 571448, 676475, 691023, 650968, 687363, 691026, 571945, 667463, 681517, 668941, 681676]"
2025-04-23,Miami Marlins,Sandy Alcantara,True,"[680757, 672356, 608070, 467793, 669717, 682657, 666134, 678877, 682177, 595978, 677587, 682847, 676282, 687849]",Cincinnati Reds,Brady Singer,True,"[700250, 592450, 641355, 502671, 665862, 683011, 669224, 691176, 665828, 607074, 518585, 596133]"
2025-04-23,Cleveland Guardians,Luis L. Ortiz,True,"[695578, 663993, 671277, 660688, 605137, 686611, 677588, 696285, 683083, 669743, 702358, 592866, 671131, 678606, 605347, 640448]",New York Yankees,Carlos Rodón,True,"[656775, 683002, 668939, 656811, 663624, 622761, 641933, 677008, 676059, 702616, 602104, 608372, 642397]"
2025-04-23,Washington Nationals,Trevor Williams,True,"[666397, 621439, 807712, 663616, 680577, 621043, 664034, 680777, 686797, 664056, 701581, 663485, 623437, 643377, 592779, 543056]",Baltimore Orioles,Tomoyuki Sugano,True,"[641943, 572191, 643217, 673357, 700337, 683734, 642136, 678246, 681460, 672820, 676070, 666915, 669060, 685126, 682171, 621051, 673929, 592155, 694363]"
2025-04-23,Boston Red Sox,Sean Newcomb,True,"[669364, 660821, 676572, 670223, 669065, 672640, 689414, 682927, 688363, 645261, 678692, 685107, 666277]",Seattle Mariners,Emerson Hancock,True,"[670770, 680574, 682829, 666158, 694362, 682622, 600869, 641584, 669720, 668715, 642851, 663903, 664139, 663574, 641941]"
2025-04-23,Chicago Cubs,Matthew Boyd,True,"[664023, 663656, 457759, 660644, 683737, 621020, 663538, 691718, 608348, 542932, 571510, 694037, 657240, 687863]",Los Angeles Dodgers,Ben Casparius,True,"[660271, 605141, 606192, 518692, 669242, 681624, 624424, 500743, 571970, 605131, 676508, 607455, 663562, 676263, 489446, 623465, 472610]"
2025-04-23,Houston Astros,Ryan Gusto,True,"[669234, 650402, 682985, 628451, 679529, 656716, 693307, 595879, 700242, 681857, 592454, 676684]",Toronto Blue Jays,Bowden Francis,True,"[665487, 493329, 657757, 669200, 592518, 656582, 593428, 672359, 660757, 578428, 642180, 455117, 553869, 606996, 689690, 670970, 673513]"
2025-04-23,Minnesota Twins,David Festa,True,"[596019, 665742, 624413, 607043, 668901, 608385, 516782, 621438, 683146, 682668, 663584, 620443, 656849, 623211, 664849, 676130, 621242, 668820]",Chicago White Sox,Bryse Wilson,True,"[607208, 547180, 656941, 592206, 592663, 664761, 624641, 681082, 642215, 596146, 679032, 670276, 554430, 621381, 621237, 605447]"
2025-04-23,Los Angeles Angels,Jack Kochanowicz,True,"[671732, 667670, 691016, 664913, 669127, 668709, 805779, 701762, 570482, 649966, 676664, 686993, 687765, 621053, 695243]",Pittsburgh Pirates,Andrew Heaney,True,"[607680, 687957, 694671, 673962, 666969, 543760, 669394, 592626, 641680, 543309, 605113, 669701, 677958, 656641, 676961]"
2025-04-23,Arizona Diamondbacks,Eduardo Rodriguez,True,"[573262, 642715, 808982, 656305, 527038, 671218, 664774, 672275, 683766, 657277, 669062, 643511, 676254, 666808]",Tampa Bay Rays,Taj Bradley,True,"[668930, 694192, 592885, 661388, 686217, 656555, 681962, 669003, 687401, 641343, 702332, 642547, 683232, 684974, 663542]"
2025-04-23,San Francisco Giants,Logan Webb,True,"[682998, 672695, 656976, 545341, 678489, 647304, 666971, 553993, 677950, 694374, 645444, 672515, 593958, 571946, 657044, 679885, 666661, 686753]",Milwaukee Brewers,Freddy Peralta,True,"[650490, 691406, 664040, 666624, 678554, 670764, 663968, 802415, 670224, 643376, 666018, 676609, 666163, 671737, 682254, 670955, 664076, 664126, 679358]"
2025-04-23,Athletics,JP Sears,True,"[624585, 687263, 545361, 621493, 518595, 694384, 650859, 677347, 666176, 686799, 672282, 605218]",Texas Rangers,Kumar Rocker,True,"[665833, 668804, 457705, 665839, 669707, 663698, 663647, 624428, 502054, 643396, 571760, 670280, 657571, 642701]"
2025-04-24,Kansas City Royals,Michael Lorenzen,True,"[663697, 677951, 686469, 521692, 672580, 686681, 686475, 592192, 664728, 671221, 666023, 547179, 670167, 663738]",Colorado Rockies,Germán Márquez,True,"[686668, 605361, 656248, 641857, 696100, 687597, 669911, 607732, 691182, 668845, 801403, 677955, 688642, 675848]"
2025-04-24,Minnesota Twins,Chris Paddack,True,"[663697, 677951, 686469, 521692, 672580, 686681, 686475, 592192, 664728, 671221, 666023, 547179, 670167, 663738]",Chicago White Sox,Shane Smith,True,"[686668, 605361, 656248, 641857, 696100, 687597, 669911, 607732, 691182, 668845, 801403, 677955, 688642, 675848]"
2025-04-24,Boston Red Sox,Garrett Crochet,True,"[666397, 681146, 621439, 807712, 663616, 621043, 664034, 686797, 680577, 664056, 543877, 663978, 660896]",Seattle Mariners,Bryan Woo,True,"[641943, 673357, 643217, 683734, 676070, 700337, 672820, 678246, 572191, 666915, 681343, 673929, 685126]"
2025-04-24,Kansas City Royals,Cole Ragans,True,"[624585, 687263, 545361, 621493, 681351, 694384, 650859, 666176, 677347, 542881, 696270, 666171, 445276]",Colorado Rockies,Germán Márquez,True,"[665833, 668804, 457705, 663698, 663647, 672744, 665839, 685301, 669707, 624428, 643396, 669387, 693312, 663767]"
2025-04-24,Kansas City Royals,Michael Lorenzen,True,"[680776, 646240, 608324, 677800, 596115, 671213, 663853, 692225, 666152, 665966, 676979, 669711, 521230, 692285]",Colorado Rockies,Chase Dollander,True,"[664238, 670156, 677594, 663728, 668227, 641598, 456781, 593871, 642133, 810938, 660844, 641487, 693433, 676092, 642100, 663423, 662253]"
2025-04-24,San Francisco Giants,Landen Roupp,True,"[682928, 669743, 695578, 660688, 683083, 663993, 642708, 605137, 686611, 671277, 669022, 678606, 669371]",Milwaukee Brewers,Tobias Myers,True,"[656775, 668939, 683002, 663624, 676059, 677008, 657656, 656811, 622761, 702616, 700249, 666974, 642397, 642585]"
2025-04-24,Washington Nationals,MacKenzie Gore,True,"[671732, 805779, 691016, 669127, 668709, 664913, 667670, 701762, 609280, 570482, 680474, 649966, 669372, 663687, 668716, 680880]",Baltimore Orioles,Cade Povich,True,"[669701, 694671, 592626, 666969, 543760, 673962, 641680, 669394, 665750, 594798, 571948, 455119, 676395, 592426]"
2025-04-24,Los Angeles Angels,Tyler Anderson,True,"[573262, 642715, 808982, 656305, 671218, 664774, 666149, 669087, 527038, 683766, 672275, 682641, 694738, 702352, 669062, 643511, 666808]",Pittsburgh Pirates,Carmen Mlodzinski,True,"[668930, 686217, 592885, 656555, 641343, 687401, 669003, 681962, 606992, 702332, 668964, 682842, 657649, 683232, 641302, 656730]"
2025-04-24,Arizona Diamondbacks,Corbin Burnes,True,"[682998, 672695, 656976, 647304, 666971, 672515, 553993, 677950, 694374, 669203, 656222, 669194, 571946, 656420]",Tampa Bay Rays,Drew Rasmussen,True,"[650490, 664040, 666018, 691406, 670224, 666624, 676609, 802415, 643376, 670764, 666163, 656876, 655889, 685801, 670955, 664126]"
2025-04-24,Athletics,J.T. Ginn,True,"[672580, 677951, 686469, 521692, 624415, 686681, 592669, 686475, 671221, 664728, 666142, 672582, 674444, 668674, 608032]",Texas Rangers,Jacob deGrom,True,"[686668, 571657, 641857, 696100, 656248, 666160, 669911, 687597, 668845, 608566, 656234, 623474]"
2025-04-25,Chicago Cubs,Colin Rea,True,"[687597, 656248, 680911, 641857, 696100, 607732, 666160, 669911, 691182, 686668, 668845, 571657, 607536, 683409, 518397, 688642, 678020]",Philadelphia Phillies,Taijuan Walker,True,"[670770, 680574, 682829, 669720, 682622, 668715, 669289, 642851, 694362, 671096, 664139, 668933, 573124, 663574, 641941]"
2025-04-25,Washington Nationals,Jake Irvin,True,"[682928, 695578, 663993, 660688, 671277, 605137, 686611, 677588, 696285, 663623, 678606, 640448, 605347]",New York Mets,Kodai Senga,True,"[596019, 665742, 624413, 607043, 668901, 608385, 682626, 643446, 621438, 673540, 623211, 657585, 592773, 621345]"
2025-04-25,New York Yankees,Carlos Carrasco,True,"[663757, 592450, 700250, 502671, 641355, 665862, 683011, 669224, 665828, 471911, 657612, 641656, 518585, 642207, 643410]",Toronto Blue Jays,José Berríos,True,"[666182, 665489, 623993, 543807, 665926, 672386, 623168, 680718, 664702, 676391, 664770, 621244, 663893, 554340, 689254, 656546]"
2025-04-25,Kansas City Royals,Seth Lugo,True,"[665487, 593428, 592518, 657757, 669200, 660757, 578428, 672359, 553869, 642180, 650633, 670970, 593974, 669093, 689690]",Houston Astros,Hayden Wesneski,True,"[802415, 664040, 650490, 666018, 691406, 676609, 670224, 666624, 666163, 670764, 669358, 655889, 664076]"
2025-04-25,Minnesota Twins,Pablo López,True,"[663457, 575929, 680977, 571448, 669357, 691023, 686780, 687363, 691026, 669461, 681517, 664208, 664854]",Los Angeles Angels,Kyle Hendricks,True,"[668930, 694192, 592885, 661388, 686217, 656555, 669003, 686555, 687401, 641343, 681962, 702332, 694477, 641302, 684974, 681982]"
2025-04-25,St. Louis Cardinals,Matthew Liberatore,True,"[664023, 663656, 673548, 683737, 621020, 663538, 691718, 608348, 542932, 607067, 573204, 641745, 519141, 694037]",Milwaukee Brewers,Chad Patrick,True,"[681082, 607208, 547180, 656941, 592206, 596146, 592663, 664761, 679032, 670276, 592836, 621383, 614179, 672578, 689147]"
2025-04-25,Colorado Rockies,Kyle Freeland,True,"[666397, 621439, 680577, 807712, 681508, 663616, 621043, 681146, 680777, 664034, 686797, 664056, 641154, 686973, 663485, 543056, 623437]",Cincinnati Reds,Andrew Abbott,True,"[624585, 687263, 545361, 621493, 677347, 681351, 694384, 605204, 650859, 666176, 641313, 543294, 605218, 682989]"
