Date,Home Team,Home Pitcher,Home Lineup Confirmed,Home Lineup,Away Team,Away Pitcher,Away Lineup Confirmed,Away Lineup
2022-09-18,Washington Nationals,Aníbal Sánchez,True,"[665926, 642708, 608070, 647304, 660757, 680700, 671289, 595978, 666181, 571912, 664702, 663752, 669212, 660853]",Miami Marlins,Sandy Alcantara,True,"[650333, 621043, 669304, 570482, 595909, 596142, 665482, 670242, 676628, 650339, 624503, 657746, 663558, 661395]"
2022-09-18,Toronto Blue Jays,Alek Manoah,True,"[607043, 596019, 643446, 624413, 596129, 668901, 592192, 500871, 641645, 621512, 605253, 543510, 594798, 607625, 570257, 543507]",Baltimore Orioles,Dean Kremer,True,"[665833, 668804, 666801, 668751, 663647, 669261, 656185, 641470, 656308, 641511, 670912, 640444, 596112, 544365, 621249]"
2022-09-18,New York Mets,Jacob deGrom,True,"[650490, 666018, 670623, 622534, 623912, 444482, 542194, 642350, 596847, 677551, 670764, 605488, 642770, 548384, 621363, 664126]",Pittsburgh Pirates,Johan Oviedo,True,"[543760, 608369, 663993, 666969, 664029, 673962, 669701, 669087, 641680, 669352, 657248, 667463, 656271, 642546, 519043]"
2022-09-18,Cleveland Guardians,Cody Morris,True,"[682985, 650489, 595879, 679529, 681481, 606992, 600869, 668952, 605612, 668731, 571800, 671345, 682051, 605177, 596057]",Minnesota Twins,Joe Ryan,True,"[462101, 660162, 547989, 650391, 657757, 683734, 641553, 572041, 664874, 663853, 592826, 614179, 669424, 621383]"
2022-09-18,Houston Astros,Framber Valdez,True,"[543807, 665489, 666182, 656305, 606192, 605548, 606132, 643376, 669289, 593160, 598265, 624415, 666201, 670950, 643256, 605447]",Oakland Athletics,Ken Waldichuk,True,"[656775, 668939, 623993, 642585, 683002, 542583, 679631, 669720, 622761, 669065, 455139, 602104, 665152, 622253, 607216]"
2022-09-18,Milwaukee Brewers,Jason Alexander,True,"[502054, 646240, 593428, 671213, 502110, 501659, 608701, 624414, 571771, 644374, 624512, 601713, 672391, 670167, 621381, 598264]",New York Yankees,Gerrit Cole,True,"[669004, 665861, 677951, 521692, 656811, 686469, 658668, 686681, 681987, 671221, 664728, 663460, 621016, 672578, 664948, 676092, 596133]"
2022-09-18,St. Louis Cardinals,Jordan Montgomery,True,"[656716, 664023, 543228, 614177, 623520, 663845, 676369, 676724, 641684, 606019, 666624, 665871, 621074, 657272, 643410, 655889, 592858]",Cincinnati Reds,Luis Cessa,True,"[641857, 602074, 543068, 453568, 663898, 660707, 676701, 545341, 553869, 656582, 641658, 663372, 664875, 659275, 608032, 453268]"
2022-09-18,Chicago Cubs,Javier Assad,True,"[650859, 545361, 660271, 621493, 642136, 666176, 642423, 645801, 683021, 622110, 670869, 672282, 623474, 572193, 650671]",Colorado Rockies,Ryan Feltner,True,"[641487, 664034, 571745, 467793, 664059, 664238, 624428, 647351, 592200, 663728, 594835, 623167]"
2022-09-18,Los Angeles Angels,Reid Detmers,True,"[680977, 572816, 405395, 571448, 676475, 663457, 425877, 669357, 657557, 656756, 663765, 676050, 608717]",Seattle Mariners,Marco Gonzales,True,"[663697, 668715, 571657, 606157, 669222, 656413, 608703, 676480, 642020, 570666, 571882, 669270, 571656]"
2022-09-18,Arizona Diamondbacks,Ryne Nelson,True,"[642731, 681584, 592626, 527038, 605204, 446334, 663698, 664774, 621446, 573262, 670768, 642851, 671218, 502171, 518397, 643511, 666808, 605154, 663378]",San Diego Padres,Yu Darvish,True,"[605141, 607208, 518692, 457759, 571970, 572204, 621035, 641355, 605131, 571760, 657571, 641360, 623465, 681911, 518886, 656578, 677865]"
2022-09-18,San Francisco Giants,Alex Cobb,True,"[668942, 662139, 664983, 572233, 606466, 682998, 656896, 677950, 669450, 608348, 672695, 669194, 642203, 453178, 453343]",Los Angeles Dodgers,Andrew Heaney,True,"[595777, 665742, 592518, 592273, 630105, 673490, 571976, 543592, 640492, 506433, 663158, 670970]"
2022-09-19,Cleveland Guardians,Cal Quantrill,True,"[680757, 642708, 608070, 647304, 676391, 660757, 665926, 671289, 571912, 664702, 615698, 680704, 656529]",Minnesota Twins,Sonny Gray,True,"[650333, 650339, 621043, 669304, 624503, 570482, 665482, 595909, 670242, 506702, 643348, 676628, 596142, 543243, 678692, 641941, 605347]"
2022-09-19,Los Angeles Angels,José Suarez,True,"[650859, 683021, 660271, 622110, 621493, 666176, 642136, 645801, 666160, 670869, 642423, 660761, 592848, 665896, 594577]",Seattle Mariners,Logan Gilbert,True,"[641487, 571745, 666211, 664034, 467793, 664238, 571875, 664059, 647351, 624428, 592200, 669302, 571510, 650895, 682171]"
2022-09-19,Tampa Bay Rays,Drew Rasmussen,True,"[650490, 666018, 677551, 668227, 623912, 444482, 670623, 542194, 642350, 656876, 608638, 664076]",Houston Astros,Luis Garcia,True,"[514888, 665161, 670541, 643289, 608324, 663656, 493329, 641820, 543877, 676801, 677651, 686613, 593576]"
2022-09-19,Miami Marlins,Edward Cabrera,True,"[660670, 621020, 663586, 621566, 518595, 671739, 661388, 592696, 687093, 657140, 445926, 628452, 445276]",Chicago Cubs,Wade Miley,True,"[657041, 669743, 671277, 608841, 572228, 545121, 682928, 656180, 645302, 676265, 600921, 518553, 666168]"
2022-09-19,Baltimore Orioles,Tyler Wells,True,"[641857, 602074, 543068, 453568, 656582, 641658, 660707, 545341, 669911, 676701, 661531, 553869, 641771, 663385, 656234, 664875, 668970]",Detroit Tigers,Tyler Alexander,True,"[664774, 642731, 592626, 621446, 527038, 596103, 543063, 681584, 573262, 670768, 518397, 642851, 605204, 663698, 596001, 622065, 628708, 686972, 666808]"
2022-09-19,Atlanta Braves,Kyle Wright,True,"[592885, 642715, 642133, 592669, 543939, 457705, 607054, 605170, 669003, 669203, 664776, 623437, 657265]",Washington Nationals,Cory Abbott,True,"[607043, 596019, 643446, 624413, 596129, 592192, 571980, 500871, 621512, 453286, 656731, 607625, 493603]"
2022-09-19,Milwaukee Brewers,Corbin Burnes,True,"[669720, 679631, 668939, 663624, 623993, 669065, 542583, 683002, 602104, 656775, 622761, 669330, 669084, 596082, 669211, 657508, 663630]",New York Mets,Max Scherzer,True,"[682985, 622682, 595879, 650489, 408234, 681481, 679529, 570731, 668952, 571466, 668731, 641302, 676684, 542585]"
2022-09-19,Colorado Rockies,Chad Kuhl,True,"[605141, 607208, 518692, 669257, 571970, 608336, 666158, 621035, 641355, 477132, 623465, 592454, 518886]",San Francisco Giants,Jakob Junis,True,"[656448, 606466, 664983, 572233, 656896, 668942, 608348, 682998, 656669, 642727, 662139, 672695, 518876, 666818]"
2022-09-19,Los Angeles Dodgers,Clayton Kershaw,True,"[542932, 641779, 605119, 643265, 663743, 650559, 500743, 677954, 666464, 665795, 623211, 542947, 663773, 677053]",Arizona Diamondbacks,Merrill Kelly,True,"[656716, 664023, 543228, 614177, 664731, 623520, 676369, 641684, 666624, 489119, 669093, 657272, 621074, 592858]"
2022-09-20,Los Angeles Dodgers,Logan Salow,True,"[660670, 621020, 663586, 621566, 518595, 661388, 671739, 543257, 687093, 450203, 543521, 621345, 445276]",Arizona Diamondbacks,A.J. Vukovich,True,"[657041, 671277, 608841, 572228, 514917, 682928, 545121, 645302, 656180, 641943, 571578, 541640, 607179, 640451, 640448]"
2022-09-20,Los Angeles Dodgers,Agustin Acosta,True,"[666018, 623912, 677551, 444482, 622534, 642336, 596847, 542194, 670623, 663556, 542888, 608638, 642770, 621363]",Arizona Diamondbacks,Drey Jameson,True,"[514888, 682073, 665161, 608324, 663656, 649557, 493329, 673237, 641820, 643289, 455117, 664299, 664208, 592773, 519293, 650556, 519151]"
2022-09-20,Cincinnati Reds,Nick Lodolo,True,"[592450, 519203, 650402, 518626, 672724, 519317, 665828, 664056, 643396, 624431, 641482, 676760, 642152, 642528, 605280, 547973]",Boston Red Sox,Brayan Bello,True,"[663647, 668804, 666801, 656308, 660636, 669261, 621028, 665833, 656185, 641511, 682847, 621249, 596112, 670990, 640444]"
2022-09-20,Tampa Bay Rays,Shane McClanahan,True,"[542932, 500743, 641779, 643265, 663897, 668709, 605119, 650559, 607732, 677954, 650331, 641154, 623211, 595345, 571670]",Houston Astros,Cristian Javier,True,"[656716, 606019, 623520, 664023, 663845, 664731, 676724, 676369, 641684, 666624, 592716, 640470, 676714]"
2022-09-20,Miami Marlins,Pablo López,True,"[670770, 664670, 663697, 571657, 641584, 456781, 606157, 669222, 656413, 676480, 519222, 668715, 666157, 664294, 664139, 665665, 519326]",Chicago Cubs,Adrian Sampson,True,"[502054, 646240, 593428, 502110, 657077, 608701, 571771, 644374, 671213, 657136, 678394, 518489, 677161, 598264, 621381, 670167]"
2022-09-20,Philadelphia Phillies,Kyle Gibson,True,"[607208, 593643, 518692, 457759, 608336, 669257, 641355, 572204, 621035, 666158, 605141, 678246, 605131, 675627, 686752, 455119]",Toronto Blue Jays,Ross Stripling,True,"[662139, 682998, 664983, 572233, 606466, 668942, 677950, 669450, 642727, 605200, 642203, 592761, 656464, 573009]"
2022-09-20,Baltimore Orioles,Austin Voth,True,"[683002, 663624, 623993, 668939, 542583, 669065, 602104, 669720, 663630, 656775, 622761, 608723, 607216, 672335, 641329]",Detroit Tigers,Joey Wentz,True,"[682985, 650489, 595879, 605612, 570731, 679529, 681481, 668952, 606992, 600869, 668731, 666214, 656638, 641729, 605177, 642397]"
2022-09-20,New York Yankees,Nestor Cortes,True,"[592885, 642715, 642133, 649966, 543939, 457705, 669374, 607054, 553882, 621438, 669003, 676879, 657265, 571948, 502202, 573124, 456713, 608718]",Pittsburgh Pirates,Luis L. Ortiz,True,"[607043, 592192, 596019, 624413, 500871, 643446, 668901, 641645, 573131, 571980, 543510, 471911, 592866, 570257, 543507, 493603, 621242]"
2022-09-20,Atlanta Braves,Charlie Morton,True,"[605141, 607208, 518692, 669257, 571970, 457759, 666158, 621035, 641355, 542881, 641360, 677865]",Washington Nationals,Patrick Corbin,True,"[656448, 682998, 606466, 664983, 572233, 656896, 608348, 656669, 662139, 642727, 672695, 686753, 453343, 666818, 573009, 606625]"
2022-09-20,Milwaukee Brewers,Abraham Toro,True,"[656941, 656555, 547180, 592663, 664761, 681082, 516416, 669016, 656495, 663837, 502043, 621107, 641401, 656322, 543272, 596117]",New York Mets,Sebastian Castro,True,"[543807, 605548, 665489, 666182, 672386, 672515, 656305, 669289, 606192, 598265, 606132, 643376, 624415, 548389, 647315, 641835, 657240, 475479]"
2022-09-20,Texas Rangers,Cole Ragans,True,"[462101, 660162, 547989, 650391, 683734, 641553, 518735, 572041, 673357, 664874, 543281, 657757, 544725, 656302, 669424, 607481, 625643, 521230, 608665, 518617]",Los Angeles Angels,Patrick Sandoval,True,"[680757, 642708, 608070, 647304, 680700, 671289, 660757, 665926, 680911, 595978, 666181, 571912, 664702, 650644, 680704, 663986, 675916, 660853, 661403, 543766]"
2022-09-20,Kansas City Royals,Zack Greinke,True,"[595777, 665742, 592518, 592273, 630105, 605137, 642451, 673490, 543592, 640492, 605182, 607259, 657612, 472610]",Minnesota Twins,Dylan Bundy,True,"[680977, 669242, 502671, 571448, 572816, 405395, 676475, 425877, 663457, 666185, 425794, 676050]"
2022-09-20,Chicago White Sox,Dylan Cease,True,"[669004, 677951, 521692, 686469, 572191, 686681, 658668, 664728, 641531, 681987, 670032, 425844, 607237, 669395, 621016, 605130]",Cleveland Guardians,Aaron Civale,True,"[650333, 621043, 669304, 624503, 570482, 571740, 650339, 596142, 643348, 595909, 665482, 676628, 670242, 605164, 643377, 573204, 605242, 656730]"
2022-09-20,Colorado Rockies,Kyle Freeland,True,"[643393, 605353, 669221, 664913, 660650, 669127, 519390, 668843, 672478, 665506, 669397, 676664, 606303, 640462, 664202, 642758]",San Francisco Giants,John Brebbia,True,"[677594, 664034, 571745, 467793, 641487, 664238, 624428, 647351, 592200, 664059, 608385, 622491, 666374, 670036, 623167]"
2022-09-20,Oakland Athletics,JP Sears,True,"[543760, 608369, 663993, 666969, 664029, 669701, 673962, 641680, 665750, 669352, 666142, 642701, 667463, 622786]",Seattle Mariners,Luis Castillo,True,"[650859, 545361, 660271, 621493, 622110, 645801, 666176, 642423, 545358, 670869, 663776, 681806, 571901, 623474]"
2022-09-20,San Diego Padres,Mike Clevinger,True,"[641857, 602074, 543068, 453568, 669911, 545341, 553869, 660707, 676701, 607536, 656234, 663385, 659275]",St. Louis Cardinals,Adam Wainwright,True,"[596103, 642731, 446334, 527038, 605204, 681584, 663698, 573262, 621446, 605154, 643511, 663546, 663378, 628708, 606424]"
2022-09-21,Atlanta Braves,Bryce Elder,True,"[656775, 668939, 683002, 663624, 679631, 622761, 669720, 669065, 602104, 455139, 543475]",Washington Nationals,Paolo Espino,True,"[682985, 595879, 650489, 681481, 408234, 679529, 605612, 600869, 571466, 668731, 666159, 596057, 671345]"
2022-09-21,Milwaukee Brewers,Adrian Houser,True,"[592885, 642715, 642133, 670712, 592669, 543939, 607054, 605170, 621438, 669003, 605288, 571948, 641627, 502202, 608718, 664776]",New York Mets,Taijuan Walker,True,"[607043, 592192, 596019, 643446, 624413, 596129, 668901, 571980, 573131, 500871, 641645, 621512, 592836, 656849, 622098, 656731]"
2022-09-21,Cincinnati Reds,Chase Anderson,True,"[542932, 500743, 641779, 643265, 668709, 650559, 663743, 663897, 677954, 650331, 666200, 656257, 595345, 571670, 656945]",Boston Red Sox,Connor Seabold,True,"[606019, 623520, 664023, 614177, 663845, 543228, 621550, 664731, 656716, 666624, 641684, 573186, 624522]"
2022-09-21,Tampa Bay Rays,Corey Kluber,True,"[669004, 677951, 521692, 686469, 572191, 686681, 658668, 664728, 641531, 681987, 663738, 676092, 664948, 669395, 607237, 605130]",Houston Astros,Lance McCullers Jr.,True,"[570482, 621043, 669304, 596142, 624503, 665482, 650339, 595909, 670242, 506702, 676628, 643348, 650333, 641927, 592717]"
2022-09-21,Miami Marlins,Jesús Luzardo,True,"[666018, 670764, 623912, 677551, 668227, 444482, 622534, 670623, 650907, 642350, 446372, 548384, 643400]",Chicago Cubs,Marcus Stroman,True,"[514888, 643289, 665161, 670541, 649557, 663656, 493329, 641820, 682073, 676801, 455117, 621121, 606160, 519151]"
2022-09-21,Philadelphia Phillies,Zack Wheeler,True,"[670770, 663697, 571657, 641584, 456781, 606157, 664670, 608703, 656413, 642020, 502624, 518585, 665665, 571882, 664747]",Toronto Blue Jays,Kevin Gausman,True,"[502054, 646240, 593428, 657077, 502110, 671213, 608701, 624512, 571771, 657756, 660825, 641501, 681464]"
2022-09-21,Baltimore Orioles,Jordan Lyles,True,"[656941, 656555, 547180, 592663, 664761, 622168, 681082, 516416, 665155, 656495, 663837, 554430, 592789, 621237, 622554, 656793, 502085, 571479]",Detroit Tigers,Matt Manning,True,"[543807, 665489, 666182, 672386, 605548, 672515, 656305, 606192, 606132, 643376, 598265, 669289, 624415, 593160, 592332, 641835, 554340, 605447, 643256]"
2022-09-21,New York Yankees,Luis Severino,True,"[660670, 621020, 663586, 621566, 661388, 671739, 592696, 543257, 687093, 693821, 554431, 445926, 669276, 623451]",Pittsburgh Pirates,Roansy Contreras,True,"[657041, 671277, 608841, 572228, 545121, 682928, 645302, 641943, 669743, 668663, 502179, 640451, 600921, 605218, 640448]"
2022-09-21,Texas Rangers,Dane Dunning,True,"[543760, 608369, 663993, 666969, 673962, 665750, 669087, 669701, 669352, 641540, 656271, 519043, 600917]",Los Angeles Angels,Tucker Davidson,True,"[650859, 545361, 660271, 621493, 645801, 642136, 622110, 666160, 666176, 670869, 683021, 656353, 642545, 642239, 592848]"
2022-09-21,Kansas City Royals,Daniel Lynch IV,True,"[592450, 641796, 519203, 650402, 518626, 672724, 519317, 665828, 664056, 643396, 624431, 622663, 476595, 676760, 669711]",Minnesota Twins,Bailey Ober,True,"[665833, 668804, 666801, 592325, 663647, 668751, 656308, 669261, 641470, 641511, 672710, 608328, 664337, 657770]"
2022-09-21,Chicago White Sox,Lance Lynn,True,"[605141, 607208, 518692, 457759, 621035, 572204, 605131, 678246, 593643, 669160, 455119, 681911, 592454, 657571, 677865]",Cleveland Guardians,Triston McKenzie,True,"[662139, 682998, 664983, 572233, 656896, 642727, 608348, 677950, 672695, 518516, 656464, 453178, 453343]"
2022-09-21,Colorado Rockies,Germán Márquez,True,"[462101, 660162, 547989, 650391, 657757, 683734, 572041, 518735, 663853, 458681, 614179, 621383]",San Francisco Giants,Logan Webb,True,"[680757, 642708, 608070, 647304, 660757, 665926, 686823, 595978, 664702, 663474, 675916]"
2022-09-21,Oakland Athletics,James Kaprielian,True,"[643393, 681146, 664913, 669221, 640461, 660650, 672478, 519390, 641914, 605353, 665506, 669397, 621076, 640462, 642758]",Seattle Mariners,Robbie Ray,True,"[677594, 664034, 571745, 467793, 608385, 663728, 624428, 664059, 647351, 620443, 664238, 641487, 592662, 657024, 662253, 650895]"
2022-09-21,San Diego Padres,Blake Snell,True,"[595777, 592273, 663757, 665742, 592518, 630105, 605137, 673490, 571976, 543592, 640492, 605483, 663158, 623352]",St. Louis Cardinals,Miles Mikolas,True,"[669242, 666185, 502671, 571448, 405395, 660766, 657557, 668800, 572816, 571945, 663765, 668941]"
2022-09-21,Los Angeles Dodgers,Dustin May,True,"[641857, 545341, 543068, 660707, 453568, 669911, 553869, 676701, 641658, 656248, 608566, 596295, 668970]",Arizona Diamondbacks,Luis Diaz,True,"[664774, 642731, 527038, 592626, 681584, 543063, 596103, 613564, 670768, 642851, 657277, 622065, 686972, 518397, 663378]"
2022-09-22,Texas Rangers,Martín Pérez,True,"[595777, 665742, 592518, 592273, 630105, 605137, 642451, 673490, 663757, 669134, 605397, 670970, 607259, 572955, 657612]",Los Angeles Angels,Michael Lorenzen,True,"[669242, 680977, 657557, 502671, 571448, 572816, 660766, 641512, 405395, 676475, 666185, 668800, 663457, 656427, 571927, 664854, 606149]"
2022-09-22,Kansas City Royals,Jonathan Heasley,True,"[656941, 656555, 664761, 547180, 592663, 516416, 663837, 681082, 656495, 624133, 621107, 621237]",Minnesota Twins,Josh Winder,True,"[621020, 661388, 663586, 518595, 621566, 687093, 671739, 542303, 628338, 543257, 608331, 669276, 621345]"
2022-09-22,Colorado Rockies,José Ureña,True,"[641857, 602074, 545341, 453568, 669911, 660707, 676701, 656248, 661531, 570632, 664875, 608032, 663385]",San Francisco Giants,John Brebbia,True,"[664774, 573262, 642731, 592626, 543063, 681584, 596103, 613564, 670768, 663698, 605154, 643511, 606424, 605194, 518397, 666808]"
2022-09-22,Oakland Athletics,Adrián Martínez,True,"[666018, 622534, 677551, 668227, 444482, 642336, 642350, 596847, 670156, 670764, 608638, 642232, 664076, 542888, 548384, 621363, 643400]",Seattle Mariners,George Kirby,True,"[543807, 605548, 665489, 666182, 672640, 672386, 656305, 606192, 643376, 672515, 593160, 624415, 621244, 670950, 647315, 475479, 656492]"
2022-09-22,San Diego Padres,Joe Musgrove,True,"[670770, 642020, 663697, 571657, 641584, 456781, 664670, 608703, 672279, 519222, 656413, 668881, 664294, 669270, 519326]",St. Louis Cardinals,Jack Flaherty,True,"[592885, 642715, 642133, 592669, 543939, 457705, 607054, 553882, 621438, 605540, 657265, 456713, 664776]"
2022-09-22,Pittsburgh Pirates,Mitch Keller,True,"[665833, 668804, 666801, 592325, 668751, 656185, 621028, 669261, 641470, 641511, 663647, 656605, 670280, 621249, 596112]",Chicago Cubs,Hayden Wesneski,True,"[656716, 664023, 614177, 543228, 623520, 663845, 676369, 606019, 621550, 641684, 666624, 669713, 676714, 643410]"
2022-09-22,Tampa Bay Rays,JT Chargois,True,"[643393, 605353, 669221, 664913, 519390, 672478, 668843, 669127, 669397, 661309, 669912, 650204, 643493, 657649]",Toronto Blue Jays,José Berríos,True,"[677594, 664059, 571745, 467793, 647351, 664034, 663728, 672284, 608385, 620443, 664238, 624428, 669923, 666374, 571510, 623149, 650895, 682171, 662253]"
2022-09-22,Cincinnati Reds,Hunter Greene,True,"[543760, 608369, 663993, 666969, 641680, 673962, 669701, 594777, 669352, 665750, 527048, 642546, 519043, 600917]",Milwaukee Brewers,Brandon Woodruff,True,"[650859, 545361, 621493, 622110, 645801, 666160, 666176, 642136, 435559, 683021, 670869, 642423, 660271, 547179, 571901, 681806, 650671]"
2022-09-22,Baltimore Orioles,Kyle Bradish,True,"[669004, 677951, 521692, 686469, 658668, 572191, 664728, 681987, 670032, 671221, 669169, 676092, 672578, 641745]",Houston Astros,Justin Verlander,True,"[650333, 621043, 624503, 669304, 570482, 670242, 665482, 676628, 595909, 643348, 680739, 663558]"
2022-09-22,Philadelphia Phillies,Ranger Suárez,True,"[656775, 668939, 683002, 623993, 663624, 679631, 669720, 669065, 663630, 596059, 622761, 680694, 642585]",Atlanta Braves,Max Fried,True,"[665161, 649557, 670541, 608324, 663656, 641820, 543877, 673237, 643289, 434378, 592773, 519293]"
2022-09-22,New York Yankees,Jameson Taillon,True,"[462101, 660162, 547989, 650391, 683734, 518735, 572041, 657757, 663853, 456501, 518617, 607481, 625643]",Boston Red Sox,Michael Wacha,True,"[680757, 642708, 608070, 647304, 665926, 660757, 686823, 595978, 664702, 669456, 663986, 661403]"
2022-09-22,Chicago White Sox,Johnny Cueto,True,"[607208, 518692, 669257, 571970, 457759, 608336, 605141, 666158, 572204, 641355, 628711, 623465, 681911, 660813, 518886]",Cleveland Guardians,Shane Bieber,True,"[606466, 656448, 682998, 656896, 664983, 572233, 608348, 656669, 668942, 606625, 573009, 642727, 662139, 672695, 668678]"
2022-09-22,Los Angeles Dodgers,Julio Urías,True,"[592450, 519203, 503556, 650402, 518626, 519317, 641796, 665828, 664056, 643396, 543309, 672724, 624431, 592791, 657376, 547973, 642152, 605280]",Arizona Diamondbacks,Zac Gallen,True,"[502054, 646240, 593428, 657077, 502110, 501659, 671213, 571771, 644374, 657136, 624512, 608379, 670167, 518489, 598264, 672391]"
2022-09-23,Pittsburgh Pirates,Bryse Wilson,True,"[663697, 668715, 519222, 571657, 606157, 656413, 664670, 608703, 670770, 519326, 676480, 642020, 641584, 570666, 518585, 571656, 664139]",Chicago Cubs,Javier Assad,True,"[592885, 642715, 642133, 592669, 543939, 457705, 649966, 605170, 669003, 641778, 606131, 502202, 456713, 642207]"
2022-09-23,Miami Marlins,Braxton Garrett,True,"[669004, 677951, 521692, 686469, 658668, 572191, 641531, 686681, 681987, 663903, 669395, 605130]",Washington Nationals,Josiah Gray,True,"[641487, 571745, 467793, 664034, 663728, 672284, 608385, 647351, 624428, 594835, 670036, 682171, 623167]"
2022-09-23,Cincinnati Reds,Luis Cessa,True,"[665833, 668804, 666801, 668751, 621028, 669261, 656308, 641470, 678225, 669060, 640444, 544365, 670990, 608328]",Milwaukee Brewers,Eric Lauer,True,"[656716, 606019, 623520, 664023, 621550, 676369, 663845, 664731, 676724, 641684, 614177, 666624, 665871, 621074, 655889, 657272]"
2022-09-23,Baltimore Orioles,Dean Kremer,True,"[602074, 545341, 660707, 641857, 553869, 641658, 669911, 656582, 453568, 676701, 678662, 656248, 663372, 656234, 608032, 453268]",Houston Astros,José Urquidy,True,"[595777, 665742, 592518, 592273, 630105, 673490, 571976, 605137, 595751, 663757, 543592, 640492, 640455, 621051, 572955, 472610, 663158, 623352, 670970]"
2022-09-23,Philadelphia Phillies,Aaron Nola,True,"[656775, 668939, 663624, 623993, 663630, 683002, 542583, 669065, 669720, 679631, 622761, 665152]",Atlanta Braves,Jake Odorizzi,True,"[514888, 665161, 670541, 608324, 493329, 649557, 641820, 676801, 455117, 664353, 650556, 593576, 519293, 664208]"
2022-09-23,New York Yankees,Gerrit Cole,True,"[543760, 608369, 663993, 666969, 518586, 673962, 665750, 669701, 608700, 641680, 669352, 592351, 621368, 622786, 669618, 642701]",Boston Red Sox,Rich Hill,True,"[680757, 642708, 608070, 647304, 660757, 665926, 686823, 571912, 664702, 663752, 669212, 656529, 675916, 661403]"
2022-09-23,Tampa Bay Rays,Jeffrey Springs,True,"[656941, 665155, 656555, 547180, 664848, 592663, 596117, 664761, 669016, 656495, 516416, 622168, 681082, 663837, 605400, 656793, 641401]",Toronto Blue Jays,Mitch White,True,"[621020, 676625, 671739, 628338, 663586, 518595, 621566, 661388, 592696, 687093, 543257, 543606, 554431, 623451, 606115]"
2022-09-23,Texas Rangers,Jon Gray,True,"[666018, 623912, 677551, 668227, 642336, 622534, 670623, 596847, 670764, 670156, 542194, 444482, 642350, 605488, 621363, 592094, 642770, 664126]",Cleveland Guardians,Cody Morris,True,"[543807, 666182, 665489, 672386, 656305, 606192, 606132, 593160, 643376, 669952, 641835, 542914, 643256, 554340]"
2022-09-23,Colorado Rockies,Ryan Feltner,True,"[592450, 519317, 650402, 518626, 665828, 664056, 624431, 643396, 503556, 543305, 543037, 676760, 642528]",San Diego Padres,Sean Manaea,True,"[571771, 646240, 502054, 657077, 502110, 666915, 671213, 657136, 608701, 501659, 624512, 644374, 448179, 677161, 672391, 621381]"
2022-09-23,Kansas City Royals,Brady Singer,True,"[542932, 605119, 643265, 663743, 668709, 650559, 641779, 650331, 500743, 677954, 666129, 542947, 623211, 571670]",Seattle Mariners,Marco Gonzales,True,"[657041, 514917, 608841, 572228, 669743, 671277, 645302, 656180, 682928, 680686, 600921, 666168, 518553]"
2022-09-23,Minnesota Twins,Louis Varland,True,"[462101, 660162, 547989, 650391, 572041, 683734, 518735, 673357, 664874, 543281, 641553, 657757, 663853, 608337, 625643, 669424, 621383]",Los Angeles Angels,Shohei Ohtani,True,"[682985, 595879, 408234, 650489, 681481, 606992, 679529, 570731, 668731, 622682, 668952, 593958, 656638, 542585, 605177, 642397]"
2022-09-23,Chicago White Sox,Lucas Giolito,True,"[643393, 672478, 605353, 669221, 664913, 665506, 640461, 668843, 519390, 660650, 669397, 608344, 621079]",Detroit Tigers,Eduardo Rodriguez,True,"[607043, 571980, 592192, 596019, 641645, 624413, 605253, 573131, 500871, 643446, 668901, 543510, 605135, 622098]"
2022-09-23,Oakland Athletics,Cole Irvin,True,"[606466, 656448, 662139, 656896, 656976, 572233, 608348, 668942, 656669, 677950, 642727, 682998, 672695, 674072, 642203, 666818, 656464, 592761]",New York Mets,Chris Bassitt,True,"[596103, 664774, 527038, 573262, 446334, 605204, 543063, 681584, 642851, 613564, 663698, 670768, 592626, 607074, 628708, 571946, 622065, 666808]"
2022-09-23,Arizona Diamondbacks,Tommy Henry,True,"[650333, 669304, 624503, 570482, 595909, 596142, 670242, 676628, 665482, 650339, 686973, 656730, 573204, 641941]",San Francisco Giants,Carlos Rodón,True,"[650859, 545361, 660271, 621493, 645801, 622110, 666160, 545358, 670869, 571901, 623474, 572193]"
2022-09-23,Los Angeles Dodgers,Andrew Heaney,True,"[605141, 607208, 666158, 669257, 457759, 605131, 641355, 571970, 621035, 572204, 678246, 593643, 571760, 641360, 518886, 657571]",St. Louis Cardinals,Jose Quintana,True,"[669242, 405395, 676475, 502671, 641512, 571448, 657557, 660766, 666185, 663457, 668800, 680977, 500779, 668868, 572816]"
2022-09-24,New York Yankees,Domingo Germán,True,"[656775, 642585, 596082, 669065, 663624, 623993, 668939, 602104, 622253, 663630, 669720, 596059, 622761, 455139, 683002, 657508, 607216, 672335, 641329]",Boston Red Sox,Nick Pivetta,True,"[514888, 665161, 649557, 670541, 608324, 663656, 493329, 676801, 643289, 455117, 543877, 664285, 664208, 686613, 606160, 519151]"
2022-09-24,Philadelphia Phillies,Bailey Falter,True,"[643393, 605353, 669221, 664913, 660650, 668843, 669127, 672478, 665506, 669397, 686610, 643493, 640462, 664202]",Atlanta Braves,Kyle Wright,True,"[643446, 592192, 596019, 624413, 500871, 573131, 641645, 571980, 668901, 621512, 596129, 594798, 592866, 570257, 656731, 493603, 543507]"
